stnId,stnNm,tm,avgTa,minTa,minTaHrmt,maxTa,maxTaHrmt,mi10MaxRn,mi10MaxRnHrmt,hr1MaxRn,hr1MaxRnHrmt,sumRnDur,sumRn,maxInsWs,maxInsWsWd,maxInsWsHrmt,maxWs,maxWsWd,maxWsHrmt,avgWs,hr24SumRws,maxWd,avgTd,minRhm,minRhmHrmt,avgRhm,avgPv,avgPa,maxPs,maxPsHrmt,minPs,minPsHrmt,avgPs,ssDur,sumSsHr,hr1MaxIcsrHrmt,hr1MaxIcsr,sumGsr,ddMefs,ddMefsHrmt,ddMes,ddMesHrmt,sumDpthFhsc,avgTca,avgLmac,avgTs,minTg,avgCm5Te,avgCm10Te,avgCm20Te,avgCm30Te,avgM05Te,avgM10Te,avgM15Te,avgM30Te,avgM50Te,sumLrgEv,sumSmlEv,n99Rn,iscs,sumFogDur
115,울릉도,1971-01-01,3.0,1.2,2312,6.4,1134,,,,,,,13.0,270,1442,5.0,180,1940,2.8,2410,270,-3.6,51,1230,61.5,4.7,994.8,1025.8,2200,1020.4,1410,1022.5,9.6,8.1,,,,,,3.4,0000,,4.8,-999.0,1.8,-2.9,2.0,2.5,3.4,4.1,4.5,7.9,,,,,2.1,,,
115,울릉도,1971-01-02,1.9,0.3,2400,5.3,1331,,,,,,,9.8,50,0112,5.3,50,0020,2.9,2538,50,-4.8,55,0000,62.3,4.3,998.0,1027.6,1017,1024.7,0032,1025.9,9.6,7.3,,,,,,0.4,0000,,5.8,-999.0,1.8,-3.1,1.7,2.4,3.3,4.0,4.4,7.7,,,,,2.0,,,
115,울릉도,1971-01-03,2.4,-0.9,2400,8.0,1442,,,,,4.83,1.9,9.3,360,2140,5.0,360,2220,2.8,2394,360,-4.0,48,1457,63.3,4.6,991.5,1025.0,0000,1014.0,2400,1019.2,9.6,7.1,,,,2.7,2400,2.7,2400,,5.8,-999.0,2.4,-3.2,1.7,2.3,3.2,3.9,4.4,7.8,,,,,1.7,4.5,{눈}{강도0}1910----{눈}{강도0}2018-,
115,울릉도,1971-01-04,-2.4,-5.2,2400,-0.1,0633,,,,,24.0,7.2,45.0,50,1817,29.0,50,1820,11.0,9506,270,-4.0,72,0847,88.8,4.5,979.6,1014.0,0000,997.1,1752,1007.5,9.6,0.0,,,,12.6,2400,15.3,2400,14.8,10.0,-999.0,-1.7,-5.5,1.2,2.1,3.1,3.9,4.4,7.6,,,,,0.5,5.0,-{눈}{강도0}-{눈}{강도1}0210-{눈}{강도0}0248-{눈}{강도0}0410----{눈}{강도0}0540-{눈}{강도0}0550----{눈}{강도0}1030-{눈보라}{강도0}1140-{눈보라}{강도1}1450-{눈보라}{강도2}1700-  {폭풍}1700-,
115,울릉도,1971-01-05,-5.5,-6.5,0818,-4.7,1527,,,,,15.5,0.7,39.0,70,0028,25.0,70,0030,7.9,6818,70,-6.8,78,1827,90.5,3.7,995.6,1027.7,1936,1011.8,0034,1024.2,9.6,1.1,,,,1.9,1510,17.2,1510,2.6,8.0,-999.0,-0.7,-6.7,1.1,1.8,2.8,3.8,4.2,7.3,,,,,0.7,0.3,-{눈보라}{강도2}-{눈보라}{강도1}0210-{눈보라}{강도0}0240-{눈}{강도0}0549-{눈}{강도0}1510----1530.  -{폭풍}-0120.,
115,울릉도,1971-01-06,-0.2,-4.8,0004,2.7,1405,,,,,,,11.4,250,0357,8.2,250,0410,2.7,2367,250,-2.8,66,1626,82.0,5.0,994.6,1025.6,0000,1020.2,2400,1022.6,9.6,2.8,,,,,,17.0,0000,,6.8,-999.0,-0.2,-5.8,1.0,1.6,2.7,3.6,4.1,7.3,,,,,2.0,0.0,,
115,울릉도,1971-01-07,1.7,0.2,1614,2.6,1005,,,,,15.2,1.4,12.5,70,2250,7.3,70,2300,3.5,2995,70,-1.1,57,0002,81.5,5.6,992.0,1020.6,1021,1018.6,1423,1019.7,9.7,0.0,,,,2.6,2400,16.3,2400,2.3,10.0,-999.0,0.3,-3.6,1.1,1.6,2.7,3.4,4.1,7.2,,,,,1.4,1.4,{눈}{강도0}0848----{눈}{강도0}1320-,
115,울릉도,1971-01-08,-0.1,-1.2,1910,1.1,0002,,,,,8.33,0.0,18.4,70,1137,10.0,70,1150,8.2,7100,70,-3.3,60,2334,79.0,4.8,991.8,1022.6,2400,1018.0,0445,1019.8,9.7,0.0,,,,0.1,0110,16.4,0110,0.4,10.0,-999.0,0.4,-2.9,0.8,1.6,2.6,3.4,3.8,3.0,,,,,2.1,0.0,-{눈}{강도0}-{눈}{강도0}0004----0110.  {눈}{강도0}0710----1140.  {눈}{강도0}1540----1820.,
115,울릉도,1971-01-09,1.0,-0.8,0000,3.4,1427,,,,,,,10.5,70,0555,6.7,70,0600,3.1,2660,70,-3.9,59,1450,69.3,4.6,997.1,1026.5,2054,1022.6,0000,1025.5,9.7,7.6,,,,,,15.8,0000,,9.3,-999.0,0.2,-2.7,1.0,1.4,2.5,3.3,3.8,7.0,,,,,2.4,,,
115,울릉도,1971-01-10,4.1,1.0,1020,6.3,1407,,,,,,,19.3,230,1437,11.5,230,1440,9.6,8264,230,-1.3,53,2337,67.8,5.6,995.3,1025.9,0900,1013.7,2225,1022.9,9.7,6.7,,,,,,13.8,0000,,5.0,-999.0,1.4,-2.4,1.4,1.6,2.4,3.2,3.7,6.8,,,,,2.6,,,
